INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.StatisticsProcessor.process(StatisticsProcessor.java:53)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.ServiceCompletionImpl.process(ServiceCompletionImpl.java:243)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.ValidateProcessor.process(ValidateProcessor.java:49)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.PipelineProcessor.process(PipelineProcessor.java:171)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.ACLManager.process(ACLManager.java:336)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.DispatchProcessor.process(DispatchProcessor.java:33)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.AuditLogManager.process(AuditLogManager.java:399)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.InvokeManager.invoke(InvokeManager.java:629)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.InvokeManager.invoke(InvokeManager.java:434)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.InvokeManager.invoke(InvokeManager.java:392)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.ServiceManager.invoke(ServiceManager.java:260)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.BaseService.invoke(BaseService.java:231)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.lang.flow.FlowInvoke.invoke(FlowInvoke.java:263)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.lang.flow.FlowState.invokeNode(FlowState.java:662)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.lang.flow.FlowState.step(FlowState.java:527)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.lang.flow.FlowState.invoke(FlowState.java:494)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.FlowSvcImpl.baseInvoke(FlowSvcImpl.java:1150)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.InvokeManager.process(InvokeManager.java:759)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.util.tspace.ReservationProcessor.process(ReservationProcessor.java:39)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.StatisticsProcessor.process(StatisticsProcessor.java:53)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.ServiceCompletionImpl.process(ServiceCompletionImpl.java:243)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.ValidateProcessor.process(ValidateProcessor.java:49)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.PipelineProcessor.process(PipelineProcessor.java:171)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.ACLManager.process(ACLManager.java:336)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.DispatchProcessor.process(DispatchProcessor.java:33)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.AuditLogManager.process(AuditLogManager.java:399)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.InvokeManager.invoke(InvokeManager.java:629)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.InvokeManager.invoke(InvokeManager.java:434)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.InvokeManager.invoke(InvokeManager.java:392)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.ServiceManager.invoke(ServiceManager.java:260)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.BaseService.invoke(BaseService.java:231)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.lang.flow.FlowInvoke.invoke(FlowInvoke.java:263)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.lang.flow.FlowState.invokeNode(FlowState.java:662)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.lang.flow.FlowState.step(FlowState.java:527)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.lang.flow.FlowState.invoke(FlowState.java:494)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.FlowSvcImpl.baseInvoke(FlowSvcImpl.java:1150)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.InvokeManager.process(InvokeManager.java:759)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.util.tspace.ReservationProcessor.process(ReservationProcessor.java:39)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.StatisticsProcessor.process(StatisticsProcessor.java:53)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.ServiceCompletionImpl.process(ServiceCompletionImpl.java:243)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.ValidateProcessor.process(ValidateProcessor.java:49)
INFO   | jvm 1    | 2025/05/11 15:54:23 | 	at com.wm.app.b2b.server.invoke.PipelineProcessor.process(PipelineProcessor.java:171)
